Time,HNE
0,-0.00003
0.005,-0.00003
0.01,-0.00003
0.015,-0.00003
0.02,-0.00003
0.025,-0.00003
0.03,-0.00003
0.035,-0.00003
0.04,-0.00002
0.045,-0.00003
0.05,-0.00004
0.055,-0.00004
0.06,-0.00004
0.065,-0.00004
0.07,-0.00002
0.075,-0.00001
0.08,-0.00002
0.085,-0.00002
0.09,-0.00002
0.095,-0.00002
0.1,-0.00003
0.105,-0.00002
0.11,-0.00001
0.115,-0.00003
0.12,-0.00004
0.125,-0.00004
0.13,-0.00002
0.135,-0.00002
0.14,-0.00003
0.145,-0.00002
0.15,-0.00003
0.155,-0.00004
0.16,-0.00003
0.165,-0.00003
0.17,-0.00003
0.175,-0.00004
0.18,-0.00001
0.185,-0.00001
0.19,0
0.195,0
0.2,-0.00002
0.205,-0.00003
0.21,-0.00003
0.215,-0.00002
0.22,0
0.225,-0.00004
0.23,-0.00006
0.235,-0.00004
0.24,-0.00002
0.245,-0.00002
0.25,-0.00003
0.255,-0.00003
0.26,-0.00003
0.265,-0.00002
0.27,-0.00003
0.275,-0.00004
0.28,-0.00003
0.285,-0.00002
0.29,-0.00003
0.295,-0.00005
0.3,-0.00002
0.305,-0.00001
0.31,-0.00003
0.315,-0.00002
0.32,-0.00002
0.325,-0.00002
0.33,-0.00003
0.335,-0.00003
0.34,-0.00002
0.345,-0.00003
0.35,-0.00003
0.355,-0.00004
0.36,-0.00004
0.365,-0.00001
0.37,-0.00001
0.375,-0.00003
0.38,-0.00005
0.385,-0.00003
0.39,-0.00002
0.395,-0.00005
0.4,-0.00005
0.405,-0.00002
0.41,-0.00003
0.415,-0.00004
0.42,-0.00003
0.425,-0.00001
0.43,-0.00002
0.435,-0.00003
0.44,-0.00004
0.445,-0.00002
0.45,-0.00001
0.455,-0.00003
0.46,-0.00003
0.465,-0.00002
0.47,-0.00002
0.475,-0.00002
0.48,-0.00002
0.485,0
0.49,-0.00001
0.495,-0.00003
0.5,-0.00003
0.505,-0.00002
0.51,0
0.515,-0.00003
0.52,-0.00005
0.525,-0.00002
0.53,-0.00003
0.535,-0.00003
0.54,-0.00002
0.545,-0.00003
0.55,-0.00001
0.555,-0.00001
0.56,-0.00004
0.565,-0.00003
0.57,-0.00003
0.575,-0.00004
0.58,-0.00003
0.585,-0.00003
0.59,-0.00002
0.595,-0.00001
0.6,-0.00003
0.605,-0.00004
0.61,-0.00004
0.615,-0.00002
0.62,-0.00004
0.625,-0.00005
0.63,-0.00001
0.635,-0.00001
0.64,-0.00002
0.645,-0.00001
0.65,-0.00001
0.655,-0.00002
0.66,-0.00003
0.665,-0.00004
0.67,-0.00004
0.675,-0.00003
0.68,-0.00003
0.685,-0.00005
0.69,-0.00006
0.695,-0.00003
0.7,-0.00001
0.705,-0.00001
0.71,-0.00003
0.715,-0.00003
0.72,0
0.725,-0.00002
0.73,-0.00004
0.735,-0.00003
0.74,-0.00001
0.745,-0.00001
0.75,-0.00005
0.755,-0.00003
0.76,-0.00001
0.765,-0.00003
0.77,-0.00005
0.775,-0.00004
0.78,-0.00002
0.785,-0.00002
0.79,-0.00005
0.795,-0.00005
0.8,-0.00002
0.805,-0.00002
0.81,-0.00003
0.815,-0.00002
0.82,-0.00002
0.825,-0.00001
0.83,-0.00003
0.835,-0.00004
0.84,-0.00002
0.845,-0.00001
0.85,-0.00002
0.855,-0.00003
0.86,-0.00002
0.865,-0.00002
0.87,-0.00003
0.875,-0.00004
0.88,-0.00003
0.885,0
0.89,-0.00001
0.895,-0.00003
0.9,-0.00002
0.905,-0.00003
0.91,-0.00004
0.915,-0.00004
0.92,-0.00003
0.925,0
0.93,-0.00001
0.935,-0.00002
0.94,-0.00003
0.945,-0.00004
0.95,-0.00003
0.955,-0.00006
0.96,-0.00007
0.965,-0.00003
0.97,-0.00004
0.975,-0.00003
0.98,-0.00003
0.985,-0.00003
0.99,-0.00002
0.995,-0.00002
1,-0.00002
1.005,-0.00004
1.01,-0.00003
1.015,-0.00004
1.02,-0.00006
1.025,-0.00005
1.03,-0.00005
1.035,-0.00004
1.04,-0.00004
1.045,-0.00004
1.05,-0.00001
1.055,-0.00002
1.06,-0.00002
1.065,-0.00004
1.07,-0.00003
1.075,-0.00002
1.08,-0.00005
1.085,-0.00003
1.09,-0.00002
1.095,-0.00001
1.1,0
1.105,-0.00002
1.11,0
1.115,0.00002
1.12,0
1.125,-0.00001
1.13,-0.00003
1.135,-0.00002
1.14,-0.00002
1.145,-0.00004
1.15,-0.00004
1.155,-0.00004
1.16,-0.00002
1.165,-0.00003
1.17,-0.00003
1.175,-0.00002
1.18,-0.00004
1.185,-0.00004
1.19,-0.00005
1.195,-0.00003
1.2,-0.00003
1.205,-0.00004
1.21,-0.00002
1.215,-0.00003
1.22,-0.00002
1.225,-0.00001
1.23,-0.00003
1.235,-0.00003
1.24,-0.00002
1.245,-0.00001
1.25,-0.00001
1.255,-0.00003
1.26,-0.00004
1.265,-0.00003
1.27,-0.00003
1.275,-0.00003
1.28,-0.00003
1.285,-0.00003
1.29,-0.00003
1.295,-0.00001
1.3,-0.00001
1.305,-0.00004
1.31,-0.00005
1.315,-0.00004
1.32,-0.00002
1.325,-0.00003
1.33,-0.00004
1.335,-0.00003
1.34,-0.00005
1.345,-0.00005
1.35,-0.00003
1.355,-0.00003
1.36,-0.00002
1.365,-0.00002
1.37,-0.00003
1.375,-0.00001
1.38,-0.00002
1.385,-0.00005
1.39,-0.00003
1.395,-0.00002
1.4,-0.00004
1.405,-0.00005
1.41,-0.00002
1.415,-0.00004
1.42,-0.00005
1.425,-0.00004
1.43,-0.00006
1.435,-0.00006
1.44,-0.00004
1.445,-0.00006
1.45,-0.00006
1.455,-0.00003
1.46,-0.00004
1.465,-0.00003
1.47,-0.00002
1.475,-0.00003
1.48,-0.00002
1.485,-0.00002
1.49,-0.00002
1.495,-0.00003
1.5,-0.00002
1.505,-0.00002
1.51,-0.00005
1.515,-0.00005
1.52,-0.00005
1.525,-0.00005
1.53,-0.00005
1.535,-0.00004
1.54,-0.00002
1.545,-0.00004
1.55,-0.00003
1.555,-0.00002
1.56,-0.00001
1.565,0.00002
1.57,0.00001
1.575,-0.00002
1.58,0
1.585,0.00002
1.59,-0.00002
1.595,-0.00003
1.6,-0.00001
1.605,-0.00001
1.61,-0.00002
1.615,-0.00002
1.62,-0.00001
1.625,-0.00004
1.63,-0.00005
1.635,-0.00004
1.64,-0.00005
1.645,-0.00004
1.65,-0.00002
1.655,-0.00004
1.66,-0.00002
1.665,-0.00002
1.67,-0.00003
1.675,-0.00002
1.68,-0.00003
1.685,-0.00002
1.69,-0.00005
1.695,-0.00006
1.7,-0.00004
1.705,-0.00004
1.71,-0.00002
1.715,-0.00003
1.72,-0.00004
1.725,-0.00001
1.73,-0.00004
1.735,-0.00005
1.74,-0.00002
1.745,-0.00004
1.75,-0.00007
1.755,-0.00007
1.76,-0.00006
1.765,-0.00006
1.77,-0.00007
1.775,-0.00007
1.78,-0.00005
1.785,-0.00003
1.79,-0.00003
1.795,-0.00005
1.8,-0.00005
1.805,-0.00004
1.81,-0.00002
1.815,-0.00002
1.82,-0.00003
1.825,-0.00001
1.83,-0.00001
1.835,-0.00002
1.84,-0.00002
1.845,-0.00003
1.85,-0.00004
1.855,-0.00004
1.86,-0.00002
1.865,-0.00003
1.87,-0.00003
1.875,-0.00001
1.88,-0.00002
1.885,-0.00002
1.89,-0.00001
1.895,-0.00002
1.9,-0.00004
1.905,-0.00004
1.91,-0.00003
1.915,-0.00003
1.92,-0.00002
1.925,-0.00001
1.93,-0.00002
1.935,-0.00003
1.94,-0.00005
1.945,-0.00005
1.95,-0.00003
1.955,-0.00003
1.96,-0.00003
1.965,-0.00002
1.97,-0.00003
1.975,-0.00003
1.98,-0.00003
1.985,-0.00005
1.99,-0.00004
1.995,-0.00004
2,-0.00004
2.005,-0.00003
2.01,-0.00003
2.015,-0.00004
2.02,-0.00004
2.025,-0.00002
2.03,-0.00004
2.035,-0.00004
2.04,-0.00001
2.045,-0.00003
2.05,-0.00004
2.055,-0.00002
2.06,-0.00003
2.065,-0.00007
2.07,-0.00007
2.075,-0.00007
2.08,-0.00007
2.085,-0.00007
2.09,-0.00006
2.095,-0.00005
2.1,-0.00004
2.105,-0.00003
2.11,-0.00005
2.115,-0.00003
2.12,-0.00004
2.125,-0.00003
2.13,-0.00001
2.135,-0.00002
2.14,0
2.145,-0.00002
2.15,-0.00002
2.155,-0.00003
2.16,-0.00003
2.165,-0.00002
2.17,-0.00002
2.175,-0.00002
2.18,-0.00004
2.185,-0.00003
2.19,0
2.195,0
2.2,-0.00001
2.205,-0.00001
2.21,-0.00002
2.215,-0.00003
2.22,-0.00003
2.225,-0.00003
2.23,-0.00004
2.235,-0.00004
2.24,-0.00005
2.245,-0.00005
2.25,-0.00005
2.255,-0.00006
2.26,-0.00007
2.265,-0.00006
2.27,-0.00006
2.275,-0.00006
2.28,-0.00006
2.285,-0.00005
2.29,-0.00005
2.295,-0.00007
2.3,-0.00005
2.305,-0.00003
2.31,-0.00005
2.315,-0.00005
2.32,-0.00003
2.325,-0.00002
2.33,-0.00004
2.335,-0.00004
2.34,-0.00004
2.345,-0.00004
2.35,-0.00005
2.355,-0.00005
2.36,-0.00003
2.365,-0.00004
2.37,-0.00004
2.375,-0.00004
2.38,-0.00004
2.385,-0.00003
2.39,-0.00002
2.395,-0.00003
2.4,-0.00004
2.405,-0.00003
2.41,-0.00003
2.415,-0.00003
2.42,-0.00002
2.425,-0.00003
2.43,-0.00004
2.435,-0.00003
2.44,-0.00003
2.445,-0.00003
2.45,-0.00001
2.455,-0.00001
2.46,0
2.465,0
2.47,0
2.475,0
2.48,0
2.485,-0.00001
2.49,-0.00003
2.495,-0.00003
2.5,-0.00003
2.505,-0.00002
2.51,-0.00003
2.515,-0.00004
2.52,-0.00003
2.525,-0.00005
2.53,-0.00006
2.535,-0.00003
2.54,-0.00003
2.545,-0.00004
2.55,-0.00002
2.555,-0.00002
2.56,-0.00003
2.565,-0.00005
2.57,-0.00005
2.575,-0.00005
2.58,-0.00004
2.585,-0.00005
2.59,-0.00006
2.595,-0.00006
2.6,-0.00004
2.605,-0.00004
2.61,-0.00005
2.615,-0.00004
2.62,-0.00002
2.625,0
2.63,-0.00003
2.635,-0.00003
2.64,-0.00004
2.645,-0.00004
2.65,-0.00002
2.655,-0.00004
2.66,-0.00004
2.665,-0.00005
2.67,-0.00006
2.675,-0.00007
2.68,-0.00007
2.685,-0.00004
2.69,-0.00006
2.695,-0.00006
2.7,-0.00007
2.705,-0.00005
2.71,-0.00002
2.715,-0.00002
2.72,-0.00001
2.725,0.00001
2.73,0
2.735,-0.00003
2.74,-0.00003
2.745,-0.00001
2.75,-0.00003
2.755,-0.00005
2.76,-0.00005
2.765,-0.00005
2.77,-0.00003
2.775,-0.00002
2.78,-0.00002
2.785,-0.00003
2.79,-0.00004
2.795,-0.00004
2.8,-0.00004
2.805,-0.00003
2.81,-0.00005
2.815,-0.00005
2.82,-0.00004
2.825,-0.00003
2.83,-0.00004
2.835,-0.00005
2.84,-0.00005
2.845,-0.00003
2.85,-0.00003
2.855,-0.00005
2.86,-0.00002
2.865,-0.00002
2.87,-0.00002
2.875,-0.00001
2.88,-0.00004
2.885,-0.00004
2.89,-0.00004
2.895,-0.00004
2.9,-0.00004
2.905,-0.00006
2.91,-0.00004
2.915,-0.00004
2.92,-0.00003
2.925,-0.00002
2.93,-0.00004
2.935,-0.00002
2.94,-0.00004
2.945,-0.00008
2.95,-0.00005
2.955,-0.00005
2.96,-0.00005
2.965,-0.00004
2.97,-0.00006
2.975,-0.00006
2.98,-0.00006
2.985,-0.00006
2.99,-0.00006
2.995,-0.00005
3,-0.00002
3.005,-0.00003
3.01,-0.00004
3.015,-0.00003
3.02,-0.00003
3.025,-0.00004
3.03,-0.00005
3.035,-0.00005
3.04,-0.00005
3.045,-0.00006
3.05,-0.00005
3.055,-0.00004
3.06,-0.00005
3.065,-0.00003
3.07,-0.00003
3.075,-0.00004
3.08,-0.00001
3.085,-0.00002
3.09,-0.00005
3.095,-0.00004
3.1,-0.00004
3.105,-0.00005
3.11,-0.00008
3.115,-0.00007
3.12,-0.00004
3.125,-0.00003
3.13,-0.00003
3.135,-0.00003
3.14,-0.00003
3.145,-0.00003
3.15,-0.00003
3.155,-0.00003
3.16,0
3.165,0.00001
3.17,-0.00001
3.175,0
3.18,-0.00002
3.185,-0.00004
3.19,-0.00003
3.195,-0.00004
3.2,-0.00003
3.205,-0.00001
3.21,-0.00004
3.215,-0.00005
3.22,-0.00003
3.225,-0.00001
3.23,-0.00002
3.235,-0.00005
3.24,-0.00005
3.245,-0.00005
3.25,-0.00005
3.255,-0.00006
3.26,-0.00005
3.265,-0.00003
3.27,-0.00003
3.275,-0.00002
3.28,-0.00003
3.285,-0.00004
3.29,-0.00002
3.295,-0.00004
3.3,-0.00003
3.305,-0.00004
3.31,-0.00006
3.315,-0.00004
3.32,-0.00004
3.325,-0.00004
3.33,-0.00003
3.335,-0.00004
3.34,-0.00005
3.345,-0.00006
3.35,-0.00004
3.355,-0.00004
3.36,-0.00005
3.365,-0.00005
3.37,-0.00005
3.375,-0.00003
3.38,-0.00004
3.385,-0.00005
3.39,-0.00004
3.395,-0.00002
3.4,-0.00003
3.405,-0.00005
3.41,-0.00003
3.415,-0.00003
3.42,-0.00003
3.425,-0.00007
3.43,-0.00006
3.435,-0.00001
3.44,-0.00001
3.445,-0.00001
3.45,0.00001
3.455,-0.00001
3.46,-0.00004
3.465,-0.00005
3.47,-0.00006
3.475,-0.00002
3.48,-0.00001
3.485,-0.00003
3.49,-0.00002
3.495,-0.00004
3.5,-0.00005
3.505,-0.00006
3.51,-0.00006
3.515,-0.00005
3.52,-0.00004
3.525,-0.00002
3.53,-0.00003
3.535,-0.00004
3.54,-0.00003
3.545,-0.00005
3.55,-0.00006
3.555,-0.00006
3.56,-0.00005
3.565,-0.00007
3.57,-0.00009
3.575,-0.00006
3.58,-0.00005
3.585,-0.00004
3.59,-0.00005
3.595,-0.00005
3.6,-0.00004
3.605,-0.00006
3.61,-0.00004
3.615,-0.00007
3.62,-0.00006
3.625,-0.00004
3.63,-0.00006
3.635,-0.00004
3.64,-0.00002
3.645,0
3.65,-0.00001
3.655,-0.00004
3.66,-0.00004
3.665,-0.00004
3.67,-0.00004
3.675,-0.00006
3.68,-0.00005
3.685,-0.00004
3.69,-0.00005
3.695,-0.00005
3.7,-0.00006
3.705,-0.00005
3.71,-0.00005
3.715,-0.00005
3.72,-0.00002
3.725,0
3.73,-0.00002
3.735,-0.00001
3.74,0
3.745,-0.00001
3.75,-0.00001
3.755,-0.00002
3.76,-0.00003
3.765,-0.00003
3.77,-0.00003
3.775,-0.00003
3.78,-0.00003
3.785,-0.00002
3.79,-0.00003
3.795,-0.00006
3.8,-0.00006
3.805,-0.00002
3.81,-0.00003
3.815,-0.00004
3.82,-0.00003
3.825,-0.00005
3.83,-0.00005
3.835,-0.00003
3.84,-0.00003
3.845,-0.00003
3.85,-0.00004
3.855,-0.00004
3.86,-0.00006
3.865,-0.00008
3.87,-0.00007
3.875,-0.00004
3.88,-0.00004
3.885,-0.00005
3.89,-0.00003
3.895,-0.00002
3.9,-0.00003
3.905,-0.00005
3.91,-0.00003
3.915,-0.00003
3.92,-0.00004
3.925,-0.00005
3.93,-0.00004
3.935,-0.00002
3.94,-0.00003
3.945,-0.00006
3.95,-0.00006
3.955,-0.00004
3.96,-0.00005
3.965,-0.00006
3.97,-0.00005
3.975,-0.00004
3.98,-0.00006
3.985,-0.00005
3.99,-0.00003
3.995,-0.00003
4,-0.00004
4.005,-0.00007
4.01,-0.00007
4.015,-0.00004
4.02,-0.00004
4.025,-0.00005
4.03,-0.00004
4.035,-0.00003
4.04,-0.00004
4.045,-0.00005
4.05,-0.00005
4.055,-0.00005
4.06,-0.00004
4.065,-0.00005
4.07,-0.00006
4.075,-0.00004
4.08,-0.00004
4.085,-0.00005
4.09,-0.00003
4.095,-0.00001
4.1,-0.00001
4.105,-0.00001
4.11,-0.00002
4.115,-0.00003
4.12,0
4.125,-0.00001
4.13,-0.00004
4.135,-0.00003
4.14,-0.00004
4.145,-0.00006
4.15,-0.00007
4.155,-0.00007
4.16,-0.00005
4.165,-0.00006
4.17,-0.00006
4.175,-0.00006
4.18,-0.00005
4.185,-0.00002
4.19,-0.00004
4.195,-0.00005
4.2,-0.00003
4.205,-0.00004
4.21,-0.00006
4.215,-0.00006
4.22,-0.00007
4.225,-0.00008
4.23,-0.00007
4.235,-0.00008
4.24,-0.00006
4.245,-0.00005
4.25,-0.00006
4.255,-0.00003
4.26,-0.00003
4.265,-0.00003
4.27,-0.00004
4.275,-0.00006
4.28,-0.00004
4.285,-0.00004
4.29,-0.00004
4.295,-0.00004
4.3,-0.00004
4.305,-0.00004
4.31,-0.00003
4.315,-0.00004
4.32,-0.00004
4.325,-0.00003
4.33,-0.00004
4.335,-0.00004
4.34,-0.00003
4.345,-0.00003
4.35,-0.00004
4.355,-0.00003
4.36,-0.00003
4.365,-0.00004
4.37,-0.00004
4.375,-0.00006
4.38,-0.00005
4.385,-0.00004
4.39,-0.00004
4.395,-0.00002
4.4,-0.00003
4.405,-0.00004
4.41,-0.00002
4.415,-0.00002
4.42,-0.00003
4.425,-0.00005
4.43,-0.00007
4.435,-0.00004
4.44,-0.00002
4.445,-0.00004
4.45,-0.00004
4.455,-0.00002
4.46,-0.00002
4.465,-0.00004
4.47,-0.00002
4.475,-0.00001
4.48,-0.00005
4.485,-0.00004
4.49,-0.00004
4.495,-0.00006
4.5,-0.00005
4.505,-0.00004
4.51,-0.00005
4.515,-0.00004
4.52,-0.00002
4.525,-0.00004
4.53,-0.00005
4.535,-0.00005
4.54,-0.00006
4.545,-0.00006
4.55,-0.00006
4.555,-0.00007
4.56,-0.00007
4.565,-0.00005
4.57,-0.00005
4.575,-0.00006
4.58,-0.00005
4.585,-0.00005
4.59,-0.00006
4.595,-0.00004
4.6,-0.00003
4.605,-0.00004
4.61,-0.00003
4.615,-0.00004
4.62,-0.00005
4.625,-0.00004
4.63,-0.00004
4.635,-0.00003
4.64,-0.00003
4.645,-0.00005
4.65,-0.00002
4.655,-0.00002
4.66,-0.00004
4.665,-0.00003
4.67,-0.00003
4.675,-0.00003
4.68,-0.00004
4.685,-0.00006
4.69,-0.00005
4.695,-0.00005
4.7,-0.00005
4.705,-0.00004
4.71,-0.00004
4.715,-0.00002
4.72,-0.00001
4.725,-0.00001
4.73,-0.00001
4.735,-0.00002
4.74,-0.00003
4.745,-0.00004
4.75,-0.00002
4.755,-0.00002
4.76,-0.00004
4.765,-0.00004
4.77,-0.00002
4.775,-0.00003
4.78,-0.00004
4.785,-0.00006
4.79,-0.00006
4.795,-0.00006
4.8,-0.00006
4.805,-0.00005
4.81,-0.00005
4.815,-0.00002
4.82,-0.00002
4.825,-0.00004
4.83,-0.00003
4.835,-0.00003
4.84,-0.00003
4.845,-0.00003
4.85,-0.00003
4.855,-0.00006
4.86,-0.00006
4.865,-0.00005
4.87,-0.00005
4.875,-0.00003
4.88,-0.00003
4.885,-0.00004
4.89,-0.00003
4.895,-0.00005
4.9,-0.00004
4.905,-0.00005
4.91,-0.00007
4.915,-0.00006
4.92,-0.00004
4.925,-0.00003
4.93,-0.00003
4.935,-0.00003
4.94,-0.00001
4.945,0.00001
4.95,-0.00002
4.955,-0.00003
4.96,-0.00005
4.965,-0.00006
4.97,-0.00004
4.975,-0.00004
4.98,-0.00005
4.985,-0.00004
4.99,-0.00001
4.995,-0.00002
5,-0.00005
5.005,-0.00003
5.01,-0.00003
5.015,-0.00004
5.02,-0.00006
5.025,-0.00005
5.03,-0.00005
5.035,-0.00004
5.04,-0.00002
5.045,-0.00003
5.05,-0.00003
5.055,-0.00003
5.06,-0.00003
5.065,-0.00003
5.07,-0.00004
5.075,-0.00004
5.08,-0.00003
5.085,-0.00002
5.09,-0.00003
5.095,-0.00003
5.1,-0.00003
5.105,-0.00005
5.11,-0.00003
5.115,-0.00003
5.12,-0.00003
5.125,-0.00002
5.13,-0.00003
5.135,-0.00006
5.14,-0.00008
5.145,-0.00007
5.15,-0.00005
5.155,-0.00005
5.16,-0.00006
5.165,-0.00005
5.17,-0.00005
5.175,-0.00007
5.18,-0.00006
5.185,-0.00005
5.19,-0.00004
5.195,-0.00002
5.2,-0.00003
5.205,-0.00002
5.21,-0.00002
5.215,-0.00002
5.22,-0.00003
5.225,-0.00006
5.23,-0.00003
5.235,-0.00004
5.24,-0.00005
5.245,-0.00003
5.25,-0.00001
5.255,-0.00001
5.26,-0.00002
5.265,-0.00003
5.27,-0.00002
5.275,-0.00001
5.28,-0.00004
5.285,-0.00005
5.29,-0.00005
5.295,-0.00005
5.3,-0.00004
5.305,-0.00005
5.31,-0.00003
5.315,-0.00003
5.32,-0.00004
5.325,-0.00003
5.33,-0.00003
5.335,-0.00003
5.34,-0.00004
5.345,-0.00006
5.35,-0.00006
5.355,-0.00004
5.36,-0.00004
5.365,-0.00003
5.37,-0.00004
5.375,-0.00002
5.38,-0.00004
5.385,-0.00004
5.39,-0.00003
5.395,-0.00004
5.4,-0.00002
5.405,-0.00004
5.41,-0.00005
5.415,-0.00004
5.42,-0.00004
5.425,-0.00005
5.43,-0.00005
5.435,-0.00005
5.44,-0.00006
5.445,-0.00004
5.45,-0.00004
5.455,-0.00006
5.46,-0.00006
5.465,-0.00007
5.47,-0.00005
5.475,-0.00003
5.48,-0.00004
5.485,-0.00004
5.49,-0.00002
5.495,-0.00001
5.5,-0.00002
5.505,-0.00003
5.51,-0.00002
5.515,-0.00001
5.52,-0.00003
5.525,-0.00004
5.53,-0.00005
5.535,-0.00006
5.54,-0.00005
5.545,-0.00006
5.55,-0.00006
5.555,-0.00004
5.56,-0.00005
5.565,-0.00005
5.57,-0.00004
5.575,-0.00003
5.58,-0.00003
5.585,-0.00002
5.59,-0.00004
5.595,-0.00005
5.6,-0.00005
5.605,-0.00005
5.61,-0.00003
5.615,-0.00004
5.62,-0.00004
5.625,-0.00004
5.63,-0.00005
5.635,-0.00004
5.64,-0.00005
5.645,-0.00004
5.65,-0.00005
5.655,-0.00005
5.66,-0.00005
5.665,-0.00004
5.67,-0.00002
5.675,-0.00002
5.68,-0.00002
5.685,-0.00003
5.69,-0.00003
5.695,-0.00002
5.7,-0.00004
5.705,-0.00007
5.71,-0.00005
5.715,-0.00005
5.72,-0.00007
5.725,-0.00005
5.73,-0.00004
5.735,-0.00003
5.74,-0.00004
5.745,-0.00005
5.75,-0.00003
5.755,-0.00003
5.76,-0.00002
5.765,-0.00004
5.77,-0.00004
5.775,-0.00002
5.78,-0.00002
5.785,-0.00003
5.79,-0.00003
5.795,-0.00002
5.8,-0.00003
5.805,-0.00004
5.81,-0.00003
5.815,-0.00002
5.82,-0.00003
5.825,-0.00003
5.83,-0.00003
5.835,-0.00002
5.84,-0.00002
5.845,-0.00003
5.85,-0.00003
5.855,-0.00005
5.86,-0.00005
5.865,-0.00006
5.87,-0.00006
5.875,-0.00004
5.88,-0.00003
5.885,-0.00002
5.89,-0.00005
5.895,-0.00002
5.9,0.00001
5.905,-0.00002
5.91,-0.00004
5.915,-0.00006
5.92,-0.00007
5.925,-0.00007
5.93,-0.00006
5.935,-0.00006
5.94,-0.00004
5.945,-0.00004
5.95,-0.00005
5.955,-0.00004
5.96,-0.00004
5.965,-0.00005
5.97,-0.00005
5.975,-0.00006
5.98,-0.00006
5.985,-0.00006
5.99,-0.00002
5.995,-0.00001
6,-0.00003
6.005,-0.00002
6.01,-0.00006
6.015,-0.00006
6.02,-0.00006
6.025,-0.00006
6.03,-0.00003
6.035,-0.00004
6.04,-0.00004
6.045,-0.00002
6.05,-0.00003
6.055,-0.00003
6.06,-0.00004
6.065,-0.00005
6.07,-0.00004
6.075,-0.00004
6.08,-0.00002
6.085,-0.00003
6.09,-0.00003
6.095,-0.00003
6.1,-0.00004
6.105,-0.00003
6.11,-0.00002
6.115,-0.00001
6.12,-0.00004
6.125,-0.00006
6.13,-0.00004
6.135,-0.00004
6.14,-0.00004
6.145,-0.00004
6.15,-0.00003
6.155,-0.00001
6.16,-0.00004
6.165,-0.00005
6.17,-0.00005
6.175,-0.00005
6.18,-0.00004
6.185,-0.00005
6.19,-0.00005
6.195,-0.00005
6.2,-0.00005
6.205,-0.00005
6.21,-0.00004
6.215,-0.00003
6.22,-0.00004
6.225,-0.00005
6.23,-0.00004
6.235,-0.00001
6.24,-0.00003
6.245,-0.00003
6.25,-0.00001
6.255,-0.00004
6.26,-0.00005
6.265,-0.00005
6.27,-0.00003
6.275,-0.00002
6.28,-0.00003
6.285,-0.00004
6.29,-0.00006
6.295,-0.00005
6.3,-0.00004
6.305,-0.00005
6.31,-0.00004
6.315,-0.00004
6.32,-0.00004
6.325,-0.00004
6.33,-0.00005
6.335,-0.00004
6.34,-0.00002
6.345,-0.00005
6.35,-0.00007
6.355,-0.00005
6.36,-0.00004
6.365,-0.00004
6.37,-0.00005
6.375,-0.00004
6.38,-0.00004
6.385,-0.00003
6.39,-0.00003
6.395,-0.00004
6.4,-0.00003
6.405,-0.00004
6.41,-0.00007
6.415,-0.00006
6.42,-0.00004
6.425,-0.00003
6.43,-0.00002
6.435,-0.00005
6.44,-0.00004
6.445,-0.00003
6.45,-0.00005
6.455,-0.00006
6.46,-0.00005
6.465,-0.00005
6.47,-0.00006
6.475,-0.00005
6.48,-0.00004
6.485,-0.00005
6.49,-0.00005
6.495,-0.00006
6.5,-0.00006
6.505,-0.00005
6.51,-0.00004
6.515,-0.00004
6.52,-0.00004
6.525,-0.00004
6.53,-0.00002
6.535,-0.00005
6.54,-0.00007
6.545,-0.00004
6.55,-0.00004
6.555,-0.00003
6.56,-0.00002
6.565,-0.00003
6.57,-0.00002
6.575,-0.00002
6.58,-0.00003
6.585,-0.00003
6.59,-0.00003
6.595,-0.00006
6.6,-0.00004
6.605,-0.00001
6.61,-0.00002
6.615,-0.00003
6.62,-0.00004
6.625,-0.00004
6.63,-0.00004
6.635,-0.00003
6.64,-0.00003
6.645,-0.00005
6.65,-0.00003
6.655,-0.00002
6.66,-0.00005
6.665,-0.00005
6.67,-0.00003
6.675,-0.00005
6.68,-0.00007
6.685,-0.00005
6.69,-0.00005
6.695,-0.00005
6.7,-0.00005
6.705,-0.00006
6.71,-0.00004
6.715,-0.00003
6.72,-0.00005
6.725,-0.00006
6.73,-0.00004
6.735,-0.00004
6.74,-0.00005
6.745,-0.00005
6.75,-0.00004
6.755,-0.00006
6.76,-0.00006
6.765,-0.00005
6.77,-0.00003
6.775,-0.00002
6.78,-0.00004
6.785,-0.00004
6.79,-0.00004
6.795,-0.00004
6.8,-0.00004
6.805,-0.00005
6.81,-0.00005
6.815,-0.00003
6.82,-0.00003
6.825,-0.00003
6.83,-0.00003
6.835,-0.00004
6.84,-0.00004
6.845,-0.00003
6.85,-0.00003
6.855,-0.00003
6.86,-0.00001
6.865,-0.00003
6.87,-0.00004
6.875,-0.00002
6.88,-0.00004
6.885,-0.00005
6.89,-0.00004
6.895,-0.00003
6.9,-0.00003
6.905,-0.00003
6.91,-0.00004
6.915,-0.00004
6.92,-0.00003
6.925,-0.00002
6.93,-0.00003
6.935,-0.00003
6.94,-0.00003
6.945,-0.00004
6.95,-0.00006
6.955,-0.00006
6.96,-0.00005
6.965,-0.00005
6.97,-0.00004
6.975,-0.00005
6.98,-0.00006
6.985,-0.00003
6.99,-0.00003
6.995,-0.00005
7,-0.00004
7.005,-0.00002
7.01,-0.00005
7.015,-0.00006
7.02,-0.00006
7.025,-0.00006
7.03,-0.00005
7.035,-0.00005
7.04,-0.00004
7.045,-0.00005
7.05,-0.00006
7.055,-0.00006
7.06,-0.00005
